p_rel,v_rel,T_0,target,exp_a,exp_b,exp_c,exp_d,exp_e,exp_f,exp_g,exp_h,exp_i,exp_j,exp_k,exp_l,exp_m,exp_n
0.8586,0.261,9.2,0.09743,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8585,0.262,9.0,0.09643,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8584,0.261,8.6,0.09580,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8585,0.262,8.4,0.09535,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8584,1.249,26.7,0.08476,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8564,1.249,34.2,0.08175,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8584,1.249,37.0,0.08106,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8584,1.249,38.8,0.08007,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8584,1.249,40.3,0.07938,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8585,1.249,41.4,0.07887,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1448,0.709,21.4,0.08807,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1446,0.709,27.1,0.08596,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1446,0.709,29.5,0.08494,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1447,0.709,30.8,0.08422,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1445,0.709,31.9,0.08371,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1446,0.709,32.6,0.08367,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1451,1.780,45.2,0.07627,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1452,1.779,56.6,0.07342,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1452,1.780,61.0,0.07256,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1424,1.780,65.2,0.07211,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1451,1.779,68.1,0.07187,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1452,1.779,69.8,0.07176,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4308,0.709,27.1,0.08771,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4310,0.709,34.2,0.08459,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4310,0.709,37.5,0.08318,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4308,0.709,38.8,0.08199,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4309,0.709,39.9,0.08129,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4309,0.709,40.8,0.08109,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4312,1.780,55.9,0.07427,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4312,1.779,69.6,0.07144,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4311,1.780,76.2,0.07058,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4312,1.779,81.3,0.07018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4282,1.780,85.2,0.06994,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4313,1.780,86.6,0.06973,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7174,0.709,33.3,0.08749,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7175,0.709,41.9,0.08271,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7172,0.709,45.2,0.08080,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7172,0.709,46.7,0.07998,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7175,0.709,48.0,0.07892,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7174,0.709,48.9,0.07833,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7177,1.780,68.1,0.07317,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7177,1.781,84.6,0.06999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7177,1.780,91.9,0.06900,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7177,1.780,96.5,0.06844,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7177,1.780,102.9,0.06761,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7178,1.780,104.9,0.06738,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2864,0.262,15.6,0.12570,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2865,0.262,17.9,0.12229,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2864,0.262,19.4,0.12019,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2864,0.262,20.0,0.11874,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2864,0.261,20.7,0.11619,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2864,0.262,21.2,0.11315,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2854,1.249,15.0,0.10382,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2853,1.249,17.9,0.10214,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2861,1.249,18.7,0.10064,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2853,1.249,19.2,0.09901,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2851,1.250,19.6,0.09814,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2862,1.249,20.1,0.09747,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,0.262,7.3,0.10271,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,0.262,7.0,0.10116,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5725,0.262,7.0,0.09961,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,0.262,6.4,0.09923,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,0.262,6.1,0.09789,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,0.262,6.1,0.09807,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5719,1.250,19.6,0.08958,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5721,1.250,23.8,0.08779,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5719,1.250,25.8,0.08618,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5716,1.250,27.1,0.08570,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5718,1.249,28.0,0.08528,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5718,1.249,28.9,0.08452,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,0.261,8.1,0.09726,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,0.262,8.6,0.09554,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,0.261,8.6,0.09444,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,0.261,8.4,0.09425,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,0.262,8.6,0.09341,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,0.262,8.3,0.09322,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,1.250,26.2,0.08456,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8583,1.249,31.9,0.08151,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,1.250,35.0,0.08021,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,1.250,36.8,0.08133,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8583,1.250,38.3,0.07917,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,1.250,39.2,0.07848,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,0.709,21.2,0.08768,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,0.709,26.0,0.08485,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,0.709,28.0,0.08357,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1449,0.709,29.1,0.08305,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,0.709,30.0,0.08276,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,0.709,31.0,0.08242,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1447,1.780,42.7,0.07689,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1446,1.780,52.9,0.07303,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1443,1.780,58.8,0.07155,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1446,1.781,61.9,0.07099,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1444,1.780,64.4,0.07032,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1444,1.781,66.6,0.07000,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4298,0.709,25.4,0.08563,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4301,0.709,31.7,0.08299,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4300,0.709,34.4,0.08163,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4297,0.709,36.2,0.08291,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4293,0.709,37.0,0.08048,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4295,0.709,38.4,0.07976,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4292,1.781,50.7,0.07395,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4296,1.781,65.0,0.06945,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4298,1.781,72.3,0.06761,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4296,1.781,76.7,0.06696,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4296,1.780,78.9,0.06676,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4289,1.781,82.0,0.06627,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7137,0.709,29.8,0.08384,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7139,0.709,37.9,0.08103,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7136,0.709,41.0,0.07982,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7131,0.709,43.4,0.07899,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7137,0.709,44.3,0.07891,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7134,0.709,45.2,0.07833,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7132,1.781,60.6,0.07097,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7134,1.780,76.5,0.06673,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7136,1.781,84.4,0.06465,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7133,1.781,90.1,0.06451,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7128,1.781,93.4,0.06369,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7132,1.781,97.2,0.06341,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2864,0.262,16.5,0.12625,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2864,0.262,18.1,0.11764,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2863,0.262,19.0,0.11311,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2864,0.262,20.0,0.11001,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2865,0.262,20.3,0.10804,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2864,0.262,20.7,0.10495,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,1.249,14.3,0.09156,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,1.249,16.7,0.08910,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2861,1.249,17.0,0.08773,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,1.249,17.2,0.08679,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,1.249,17.4,0.08650,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,1.249,17.4,0.08524,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,0.262,7.0,0.09101,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,0.262,7.2,0.08891,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,0.262,6.6,0.08944,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,0.262,6.2,0.08866,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5724,0.262,6.2,0.08920,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5724,0.262,5.7,0.08862,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5720,1.249,17.6,0.07987,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5717,1.249,21.6,0.07835,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5713,1.249,23.6,0.07764,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5710,1.249,23.8,0.07652,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5712,1.249,24.5,0.07619,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5709,1.249,24.9,0.07588,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8585,0.262,8.1,0.08558,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8585,0.261,8.1,0.08497,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8586,0.262,7.7,0.08391,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8584,0.262,7.5,0.08404,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8585,0.262,6.8,0.08253,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8586,0.262,6.6,0.08232,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8583,1.249,23.1,0.07434,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8581,1.249,28.0,0.07244,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8582,1.249,30.8,0.07138,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8580,1.249,32.6,0.07125,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8582,1.249,33.9,0.07050,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8579,1.249,34.6,0.07055,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,0.709,17.9,0.07655,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1452,0.709,22.0,0.07579,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,0.709,23.6,0.07527,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,0.709,26.0,0.07508,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,0.709,26.0,0.07474,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,0.709,26.5,0.07494,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1448,1.779,40.1,0.07122,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1449,1.779,50.2,0.06828,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1447,1.779,55.1,0.06732,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1446,1.779,58.4,0.06674,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1449,1.780,60.6,0.06655,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1449,1.780,62.6,0.06629,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4312,0.709,23.2,0.07995,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,0.709,29.5,0.07833,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,0.709,32.0,0.07771,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,0.709,35.0,0.07699,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,0.709,35.0,0.07609,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,0.709,35.3,0.07582,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,1.780,52.2,0.07510,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,1.780,68.3,0.07346,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,1.779,75.8,0.07253,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,1.780,82.6,0.07202,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,1.780,85.5,0.07166,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,1.780,89.2,0.07167,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,0.709,28.9,0.08414,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7176,0.709,38.1,0.08201,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,0.709,41.0,0.08080,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,0.709,42.5,0.08039,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,0.709,44.9,0.08008,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,0.709,45.2,0.07969,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,1.780,66.6,0.07999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,1.780,85.5,0.07525,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,1.780,94.8,0.07278,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7176,1.780,100.9,0.07133,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7176,1.780,104.0,0.07073,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7175,1.780,106.9,0.07024,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2863,0.262,14.3,0.11704,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2863,0.262,16.3,0.11023,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2864,0.261,17.2,0.10573,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2864,0.262,18.1,0.10301,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2863,0.262,18.7,0.10031,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2863,0.262,19.2,0.09876,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2857,1.250,14.5,0.09666,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2856,1.250,16.7,0.09417,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2856,1.250,17.6,0.09431,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2851,1.249,17.9,0.09328,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2848,1.250,18.3,0.09280,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2852,1.250,18.7,0.09282,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,0.262,7.2,0.09704,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,0.261,7.5,0.09492,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5725,0.262,6.6,0.09484,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,0.261,6.2,0.09408,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,0.262,6.1,0.09299,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,0.262,5.5,0.09300,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,1.250,24.0,0.08383,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5720,1.250,28.7,0.08125,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5720,1.250,30.8,0.08085,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5721,1.250,31.7,0.07974,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5720,1.250,32.4,0.07931,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5715,1.250,32.9,0.07922,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8585,0.262,9.7,0.09072,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8585,0.262,10.6,0.08887,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8585,0.262,10.5,0.08880,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8583,0.262,10.3,0.08814,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8584,0.261,10.1,0.08742,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8578,0.262,9.5,0.08758,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8579,1.250,26.0,0.07964,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8580,1.250,31.5,0.07702,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8580,1.250,33.7,0.07576,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8581,1.250,35.3,0.07529,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8578,1.250,36.4,0.07488,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8575,1.250,37.0,0.07443,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1437,0.709,19.6,0.08159,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1431,0.709,24.5,0.07900,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1435,0.709,26.0,0.07827,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1430,0.709,26.7,0.07785,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1433,0.709,28.0,0.07745,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1433,0.709,28.4,0.07743,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1434,1.781,40.8,0.07177,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1432,1.780,49.1,0.06880,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1425,1.781,53.8,0.06763,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1424,1.780,56.6,0.06690,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1425,1.780,58.9,0.06660,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1426,1.781,60.6,0.06629,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4262,0.709,23.2,0.07930,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4261,0.709,28.4,0.07662,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4260,0.709,30.6,0.07546,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4265,0.709,32.0,0.07493,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4264,0.709,32.8,0.07459,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4265,0.709,33.9,0.07430,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4263,1.781,47.8,0.06905,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4260,1.780,58.9,0.06605,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4263,1.780,64.6,0.06499,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4257,1.780,67.9,0.06447,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4257,1.780,71.8,0.06491,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4260,1.780,73.6,0.06469,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7097,0.709,27.3,0.07747,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7095,0.709,33.3,0.07469,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7102,0.709,36.2,0.07401,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7101,0.709,38.1,0.07345,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7102,0.709,39.4,0.07292,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7103,0.709,40.5,0.07350,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,1.781,56.6,0.06724,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7094,1.780,69.4,0.06435,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,1.780,77.5,0.06334,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,1.780,82.2,0.06264,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,1.780,85.7,0.06250,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7097,1.780,89.0,0.06224,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2862,0.262,15.2,0.12193,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,0.262,17.4,0.11722,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,0.262,17.9,0.11349,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,0.262,18.7,0.11177,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,0.262,19.8,0.10994,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2864,0.262,19.8,0.10786,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,1.249,15.6,0.10151,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,1.250,17.8,0.09965,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,1.249,18.7,0.09859,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,1.249,19.2,0.09765,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,1.250,19.2,0.09677,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2861,1.250,19.2,0.09576,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,0.262,7.2,0.09736,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,0.261,7.2,0.09628,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,0.262,7.0,0.09604,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,0.262,6.6,0.09591,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,0.262,6.2,0.09535,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,0.262,5.9,0.09515,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5728,1.250,24.9,0.08746,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5728,1.250,29.8,0.08503,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5727,1.250,32.8,0.08395,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5727,1.250,33.9,0.08346,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5726,1.250,34.4,0.08279,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5726,1.250,34.8,0.08237,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8587,0.261,9.5,0.09133,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,0.261,10.6,0.09057,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,0.261,10.6,0.09027,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,0.261,10.5,0.09006,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,0.261,10.1,0.09036,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,0.261,9.7,0.09008,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,1.249,27.3,0.08395,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8585,1.250,33.1,0.08144,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8585,1.250,36.1,0.08037,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,1.250,37.3,0.07972,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,1.250,38.4,0.07943,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8585,1.250,39.8,0.07899,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,0.709,20.5,0.08521,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1443,0.709,24.9,0.08366,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,0.709,27.6,0.08295,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,0.709,29.3,0.08270,0,0,0,0,0,0,0,0,0,0,0,0,1,0
